web-scraper-order,web-scraper-start-url,figure_link,figure_link-href,name,description,image-src,retail_price,buy_price,auction_price
"1700779113-1063","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Optimus Prime","https://www.actionfigure411.com/transformers/studio-series/leader-class/optimus-prime-3596.php","Transformers Studio Series Optimus Prime","Transformers Studio Series Optimus Prime 
In the battle of Chicago scene from Transformers: dark of the moon, Optimus Prime blasts into battle, using his jetwing Tech to take out the Driller tearing through Chicago.



This Studio series 44 leader class Optimus Prime figure features vivid, movie-inspired Deco and converts from robot to truck mode in 44 steps. Truck trailer converts into jetwing Tech to form jetwing Optimus Prime. Remove backdrop to showcase Optimus Prime in the battle of Chicago scene. Includes 5 detailed accessories: 2 blasters, 2 energy weapons, and shield. For kids age 8 and up!","/transformers/images/thumbs/optimus-prime-3596.jpg","C$61.66","C$272.68","C$291.70"
"1700779115-1064","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Jetfire","https://www.actionfigure411.com/transformers/studio-series/leader-class/jetfire-3595.php","Transformers Studio Series Jetfire","Transformers Studio Series Jetfire 
In the Pyramid Desert Battle scene from Transformers: Revenge of the Fallen, Jetfire makes the ultimate sacrifice, heroically giving up his parts to restore and strengthen Optimus Prime.



This Studio Series 35 Voyager Class Jetfire figure features vivid, movie-inspired deco and converts from robot to jet mode in 36 steps. Remove backdrop to showcase Jetfire in the Pyramid Desert Battle scene. Includes 3 detailed accessories including cane and battle axe accessories.","/transformers/images/thumbs/jetfire-3595.jpg","C$61.66","C$268.50","C$231.11"
"1700779117-1065","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Megatron","https://www.actionfigure411.com/transformers/studio-series/leader-class/megatron-3594.php","Transformers Studio Series Megatron","Transformers Studio Series Megatron 
In the Serengeti Hideout scene from Transformers: Dark of the Moon, Megatron schemes with his Decepticon followers from his secluded African base.



This Studio Series 34 Voyager Class Megatron figure features vivid, movie-inspired deco and converts from robot to Mack truck mode in 30 steps. Remove backdrop to showcase Megatron and the little green Igor minion figure in the Serengeti Hideout scene. Includes 3 detailed accessories, including cape, blaster, and removable chains accessories modeled after the ones Megatron uses in the film.","/transformers/images/thumbs/megatron-3594.jpg","C$61.66","C$130.40","C$134.55"
"1700779119-1066","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Blackout","https://www.actionfigure411.com/transformers/studio-series/leader-class/blackout-3593.php","Transformers Studio Series Blackout","Transformers Studio Series Blackout 
In Transformers Movie 1, the Desert Base Assault catalyzes military activity as the Decepticons launch their search for the Allspark. Decepticon Blackout disregards human defenses and easily infiltrates US air space. After his initial descent onto the base, he converts into a massive Decepticon and releases Scorponok into the desert. Before the humans can react, he hacks into the military database and begins to extract classified intel.



The figure converts between robot and helicopter modes in 23 steps and comes with 2 high-impact weapon accessories inspired by the movie. Remove the backdrop included in pack to showcase Decepticon Blackout in the Desert Base Assault scene.","/transformers/images/thumbs/blackout-3593.jpg","C$61.66","C$172.37","C$723.68"
"1700779121-1067","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Grimlock","https://www.actionfigure411.com/transformers/studio-series/leader-class/grimlock-3592.php","Transformers Studio Series Grimlock","Transformers Studio Series Grimlock 
The Autobots clash with KSI in the Hong Kong Pursuit scene from Transformers: Age of Extinction. Freed from the ship of Lockdown, Grimlock resists the call to stand with Optimus Prime. But bested in combat, he shifts his allegiance in defense of freedom. He leads the Dinobots in a stampede into the city to destroy the Decepticons when the Autobots need it the most.



The figure converts between robot and T-Rex modes in 14 steps. Remove the backdrop included in pack to showcase Grimlock in the Hong Kong Pursuit scene.","/transformers/images/thumbs/grimlock-3592.jpg","C$61.66","C$96.83","C$98.94"
"1700779123-1068","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Rhinox","https://www.actionfigure411.com/transformers/studio-series/voyager-class/rhinox-6727.php","Transformers Studio Series Rhinox","Transformers Studio Series Rhinox 
Rhinox charges onto the scene to protect the Maximal lair from intruders.



Convert the action figure from robot to rhinoceros mode in 29 steps and pose the Rhinox toy in the included Peruvian Jungle Discovery removable backdrop scene.","/transformers/images/thumbs/rhinox-6727.jpg","C$47.95","C$46.07","C$42.08"
"1700779126-1069","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Battletrap","https://www.actionfigure411.com/transformers/studio-series/voyager-class/battletrap-7342.php","Transformers Studio Series Battletrap","Transformers Studio Series Battletrap 
Convert the action figure from robot to licensed GMC tow truck mode in 30 steps and pose the Battletrap toy in the included Attack at the Museum removable backdrop scene.



Includes mace accessory that attaches to the Battletrap figure in both modes.","/transformers/images/thumbs/battletrap-7342.jpg","C$47.96","C$42.79","C$93.87"
"1700779128-1070","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Cheetor","https://www.actionfigure411.com/transformers/studio-series/voyager-class/cheetor-5678.php","Transformers Studio Series Cheetor","Transformers Studio Series Cheetor 
Cheetor and the Maximals team up with the Autobots to protect the Transwarp Key. Transformers Studio Series toys are collectible action figures for 8 year old boys and girls that feature movie-inspired details and accessories. Convert the action figure from robot to cheetah mode in 24 steps and pose the Cheetor toy in the included Peruvian Jungle Discovery removable backdrop scene. 


Includes figure, 2 accessories, removable backdrop, and instructions.","/transformers/images/thumbs/cheetor-5678.jpg","C$47.96","C$53.32","C$51.05"
"1700779130-1071","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Galvatron","https://www.actionfigure411.com/transformers/studio-series/voyager-class/galvatron-4254.php","Transformers Studio Series Galvatron","Transformers Studio Series Galvatron 
This Studio Series 90 Voyager Class Transformers: Age of Extinction-inspired Galvatron figure converts from robot to Argosy truck mode in 30 steps. Remove backdrop to showcase Galvatron in the Hong Kong Pursuit scene. In the Hong Kong Pursuit scene from Transformers: Age of Extinction, Galvatron leads the KSI Decepticons into Hong Kong to gain control of the seed. Pose the figure out with the included arm-mounted cannon accessory and imagine re-creating this classic movie moment!","/transformers/images/thumbs/galvatron-4254.jpg","C$46.59","C$37.69","C$35.84"
"1700779132-1072","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Thundercracker (Bumblebee)","https://www.actionfigure411.com/transformers/studio-series/voyager-class/thundercracker-bumblebee-4258.php","Transformers Studio Series Thundercracker (Bumblebee)","Transformers Studio Series Thundercracker (Bumblebee) 
This Studio Series 89 Voyager Class Transformers: Bumblebee-inspired Thundercracker figure converts from robot to Cybertronian jet mode in 29 steps. Remove backdrop to showcase Thundercracker in the Cybertron Falls scene. In the Cybertron Falls scene from Transformers: Bumblebee, Thundercracker and the Seekers are ordered by Shockwave to destroy the Autobot launchpad to stop their escape. Pose the figure out with the included weapon accessories and imagine re-creating this classic movie moment!","/transformers/images/thumbs/thundercracker-bumblebee-4258.jpg","C$46.59","C$45.57","C$44.31"
"1700779135-1073","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Junkion Scrapheap","https://www.actionfigure411.com/transformers/studio-series/voyager-class/junkion-scrapheap-7487.php","Transformers Studio Series Junkion Scrapheap","Transformers Studio Series Junkion Scrapheap 
Junkion Scrapheap Transformers figure comes with 2 detachable wheels and a blaster accessory. Accessories attach in both modes. Removable backdrop displays the Transformers Studio Series Junkion Scrapheap figure in the Junkion Dance Party scene.","/transformers/images/thumbs/junkion-scrapheap-7487.jpg","C$47.95","null","null"
"1700779137-1074","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Ratchet (86-23)","https://www.actionfigure411.com/transformers/studio-series/voyager-class/ratchet-86-23-7181.php","Transformers Studio Series Ratchet (86-23)","Transformers Studio Series Ratchet (86-23) 
Transformers Studio Series Voyager Class Autobot Ratchet action figure, inspired by The Transformers: The Movie! Ratchet and the Autobot crew fight to defend the shuttle against a Decepticon attack. Convert the action figure from robot to emergency vehicle mode in 25 steps and pose the Autobot Ratchet toy in the included Decepticon Shuttle Ambush removable backdrop scene.



Includes figure, 2 accessories, removable backdrop, and instructions.","/transformers/images/thumbs/ratchet-86-23-7181.jpg","C$47.96","C$59.91","C$62.01"
"1700779139-1075","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Ironhide (86-17)","https://www.actionfigure411.com/transformers/studio-series/voyager-class/ironhide-86-17-4834.php","Transformers Studio Series Ironhide (86-17)","Transformers Studio Series Ironhide (86-17) 
This Studio Series 86-17 Voyager Class The Transformers: The Movie-inspired Ironhide figure converts from robot to van mode in 26 steps. Remove backdrop to showcase Ironhide toy in the Decepticon Shuttle Ambush scene from The Transformers: The Movie. In the scene, Ironhide bravely fights off a Decepticon ambush on the Autobot shuttle. Pose the figure with the included accessories to re-create this classic movie moment.



Includes: figure, 2 accessories, removable backdrop, and instructions.","/transformers/images/thumbs/ironhide-86-17-4834.jpg","C$46.59","C$46.33","C$42.43"
"1700779141-1076","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Junkheap (86-14)","https://www.actionfigure411.com/transformers/studio-series/voyager-class/junkheap-86-14-4067.php","Transformers Studio Series Junkheap (86-14)","Transformers Studio Series Junkheap (86-14) 
This Studio Series 86-14 Voyager Class The Transformers: The Movie-inspired Junkheap figure converts from robot to motorcycle mode in 22 steps. Remove backdrop to showcase Junkheap toy in the Junkion Dance Party scene from The Transformers: The Movie. After the Dance Party, Junkheap leads the efforts to piece together the remains of Ultra Magnus. Pose the figure to re-create this classic movie moment. Figure also includes movie-inspired Armor axe and 2 wheel accessories, and features 2 molded arm plates. Robot stands 6 1/2-inches tall.","/transformers/images/thumbs/junkheap-86-14-4067.jpg","C$46.59","C$33.88","C$30.10"
"1700779143-1077","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Sweep (86-10)","https://www.actionfigure411.com/transformers/studio-series/voyager-class/sweep-86-10-3574.php","Transformers Studio Series Sweep (86-10)","Transformers Studio Series Sweep (86-10) 
In the Heralds of Unicron scene from The Transformers: The Movie, Unicron reformats fallen Decepticons into the Sweeps, deadly hunters created to track down the Matrix of Leadership. 


This Studio Series 86-10 Voyager Class Transformers: The Movie-inspired Decepticon Sweep figure converts from robot to Cybertronian hovercraft modes in 19 steps. Remove backdrop to showcase Decepticon Sweep in the Heralds of Unicron scene.","/transformers/images/thumbs/sweep-86-10-3574.jpg","C$41.10","C$37.90","C$32.77"
"1700779145-1078","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Wreck-Gar (86-09)","https://www.actionfigure411.com/transformers/studio-series/voyager-class/wreck-gar-86-09-3573.php","Transformers Studio Series Wreck-Gar (86-09)","Transformers Studio Series Wreck-Gar (86-09) 
In the Junkion Dance Party scene from The Transformers: The Movie, Wreck-Gar and the Junkions team up with the Autobots after exchanging the universal greeting: “Bah-wheep-Graaaaagnah wheep ni ni bong!”



This Studio Series 86-09 Voyager Class The Transformers: The Movie-inspired Wreck-Gar figure converts from robot to motorcycle mode in 22 steps. Remove backdrop to showcase Wreck-Gar in the Junkion Dance Party scene.","/transformers/images/thumbs/wreck-gar-86-09-3573.jpg","C$41.10","C$43.46","C$37.90"
"1700779148-1079","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Scourge (86-05)","https://www.actionfigure411.com/transformers/studio-series/voyager-class/scourge-86-05-3570.php","Transformers Studio Series Scourge (86-05)","Transformers Studio Series Scourge (86-05) 
In the Heralds of Unicron scene from The Transformers: The Movie, Unicron reformats Thundercracker into Scourge to track down the Matrix of Leadership.



This Studio Series 86 Voyager Class The Transformers: The Movie-inspired Scourge figure converts from robot to Cybertronian hovercraft mode in 19 steps. Remove backdrop to showcase Scourge in the Heralds of Unicron scene.","/transformers/images/thumbs/scourge-86-05-3570.jpg","C$41.10","C$43.31","C$46.19"
"1700779150-1080","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Hot Rod (86-04)","https://www.actionfigure411.com/transformers/studio-series/voyager-class/hot-rod-86-04-3569.php","Transformers Studio Series Hot Rod (86-04)","Transformers Studio Series Hot Rod (86-04) 
In the The Depths of Unicron scene from The Transformers: The Movie, Hot Rod embraces his destiny, becoming Rodimus Prime and defeating Unicron.



This Studio Series 86 Voyager Class The Transformers: The Movie-inspired Autobot Hot Rod figure converts from robot to sports car mode in 29 steps. Remove backdrop to showcase Hot Rod in the The Depths of Unicron scene.","/transformers/images/thumbs/hot-rod-86-04-3569.jpg","C$41.10","C$60.51","C$53.47"
"1700779152-1081","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Soundwave","https://www.actionfigure411.com/transformers/studio-series/voyager-class/soundwave-3726.php","Transformers Studio Series Soundwave","Transformers Studio Series Soundwave 
Soundwave features the classic conversion between robot and Cybertronian hover spacecraft modes in 29 steps.","/transformers/images/thumbs/soundwave-3726.jpg","C$43.16","C$46.07","C$42.02"
"1700779154-1082","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Thrust","https://www.actionfigure411.com/transformers/studio-series/voyager-class/thrust-3572.php","Transformers Studio Series Thrust","Transformers Studio Series Thrust 
In the Cybertron Falls scene from Transformers: Bumblebee, the Autobot resistance retreats to escape the planet as Cybertron falls under Decepticon control. Thrust and the seekers blast the Autobot launchpad with missile fire to stop their escape.



This Studio Series 76 Voyager Class Transformers: Bumblebee-inspired Thrust figure converts from robot to tetrajet mode in 30 steps. Remove backdrop to showcase Thrust in the Cybertron Falls scene.","/transformers/images/thumbs/thrust-3572.jpg","C$41.10","C$39.68","C$29.99"
"1700779156-1083","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Starscream (Bumblebee)","https://www.actionfigure411.com/transformers/studio-series/voyager-class/starscream-bumblebee-3571.php","Transformers Studio Series Starscream (Bumblebee)","Transformers Studio Series Starscream (Bumblebee) 
In the Cybertron Falls scene from Transformers: Bumblebee, the Autobot resistance retreats to escape the planet as Cybertron falls under Decepticon control. Starscream and the seekers destroy the Autobot launchpad in an effort the prevent their escape.



This Studio Series 72 Voyager Class Transformers: Bumblebee-inspired Starscream figure converts from robot to tetrajet mode in 31 steps. Remove backdrop to showcase Starscream in the Cybertron Falls scene.","/transformers/images/thumbs/starscream-bumblebee-3571.jpg","C$41.10","C$58.33","C$50.81"
"1700779159-1084","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Skipjack","https://www.actionfigure411.com/transformers/studio-series/voyager-class/skipjack-3568.php","Transformers Studio Series Skipjack","Transformers Studio Series Skipjack 
In the Pyramid Desert Battle scene from Transformers: Revenge of the Fallen, the Constructicon Skipjack combines with 7 of his Constructicon comrades to form the brutal Devastator combiner.



This Studio Series 67 Voyager Class Transformers: Revenge of the Fallen-inspired Constructicon Skipjack figure converts from robot to bulldozer mode in 22 steps. Remove backdrop to showcase Constructicon Skipjack in the Pyramid Desert Battle scene. Figure features vivid, movie-inspired deco.","/transformers/images/thumbs/skipjack-3568.jpg","C$41.10","C$50.11","C$47.26"
"1700779161-1085","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Blitzwing","https://www.actionfigure411.com/transformers/studio-series/voyager-class/blitzwing-3567.php","Transformers Studio Series Blitzwing","Transformers Studio Series Blitzwing 
In the Canyon Attack scene from Transformers: Bumblebee, Blitzwing interrogates Bumblebee about the whereabouts of the Autobots and rips out his voice synthesizer.



This Studio Series 65 Voyager Class Transformers: Bumblebee-inspired Blitzwing figure converts from robot to Cybertronian jet mode in 27 steps. Remove backdrop to showcase Blitzwing in the Canyon Attack scene. Figure features vivid, movie-inspired deco.","/transformers/images/thumbs/blitzwing-3567.jpg","C$41.10","C$133.07","C$112.90"
"1700779163-1086","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Sentinel Prime","https://www.actionfigure411.com/transformers/studio-series/voyager-class/sentinel-prime-3566.php","Transformers Studio Series Sentinel Prime","Transformers Studio Series Sentinel Prime 
In the Battle of Chicago scene from Transformers: Dark of the Moon, Sentinel Prime battles his protégé to ensure the survival of Cybertron.



This Studio Series 61 Voyager Class Transformers: Battle of Chicago -inspired Sentinel Prime figure converts from robot to Rosenbauer fire engine mode in 32 steps. Remove backdrop to showcase Sentinel Prime in the Battle of Chicago scene. Figure features vivid, movie-inspired deco.","/transformers/images/thumbs/sentinel-prime-3566.jpg","C$41.10","C$197.37","C$157.15"
"1700779165-1087","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Scrapper","https://www.actionfigure411.com/transformers/studio-series/voyager-class/scrapper-3565.php","Transformers Studio Series Scrapper","Transformers Studio Series Scrapper 
In the Pyramid Desert Battle scene from Transformers: Revenge of the Fallen, the Constructicon Scrapper combines with 7 of his Constructicon comrades to form the brutal Devastator combiner This Studio Series 60 Voyager Class Transformers: Revenge of the Fallen-inspired Constructicon Scrapper figure converts from robot to front loader tractor mode in 36 steps. Remove backdrop to showcase Constructicon Scrapper in the Pyramid Desert Battle scene.","/transformers/images/thumbs/scrapper-3565.jpg","C$41.10","C$74.19","C$62.87"
"1700779167-1088","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Megatron (Transformers)","https://www.actionfigure411.com/transformers/studio-series/voyager-class/megatron-transformers-3564.php","Transformers Studio Series Megatron (Transformers)","Transformers Studio Series Megatron (Transformers) 
In the Mission City Battle scene from the Transformers movie, Megatron stalks the skies in search of Sam Witwicky and the Allspark.



This Studio Series 54 Voyager Class Transformers Movie 1-inspired Megatron figure converts from robot to Cybertronian jet mode in 21 steps. Remove backdrop to showcase Megatron in the Mission City Battle scene. Figure features vivid, movie-inspired deco.","/transformers/images/thumbs/megatron-transformers-3564.jpg","C$41.10","C$78.12","C$73.33"
"1700779169-1089","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Mixmaster","https://www.actionfigure411.com/transformers/studio-series/voyager-class/mixmaster-3563.php","Transformers Studio Series Mixmaster","Transformers Studio Series Mixmaster 
In the Pyramid Desert Battle scene from Transformers: Revenge of the Fallen, the Constructicon Mixmaster combines with 7 of his Constructicon comrades to form the brutal Devastator combiner. This Studio Series 53 Voyager Class Transformers: Revenge of the Fallen-inspired Constructicon Mixmaster figure converts from robot to cement mixer truck mode in 21 steps.","/transformers/images/thumbs/mixmaster-3563.jpg","C$41.10","C$62.54","C$59.32"
"1700779172-1090","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","KSI Boss","https://www.actionfigure411.com/transformers/studio-series/voyager-class/ksi-boss-3562.php","Transformers Studio Series KSI Boss","Transformers Studio Series KSI Boss 
In Transformers: Age of Extinction, the battle for the Seed ignites in the streets of Hong Kong. Commanded by Galvatron, the KSI Boss prototypes flood the city, scaling buildings and hurling cars at those who try to stop them. The obedient drones cause mass destruction as they blast through the streets, relentless in their pursuit of the Seed.



The figure converts between robot and truck modes in 35 steps and comes with 2 detailed weapon accessories inspired by the movie. Remove the backdrop included in pack to showcase KSI Boss in the Hong Kong Pursuit scene.","/transformers/images/thumbs/ksi-boss-3562.jpg","C$41.10","C$92.46","C$76.60"
"1700779174-1091","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Long Haul","https://www.actionfigure411.com/transformers/studio-series/voyager-class/long-haul-3561.php","Transformers Studio Series Long Haul","Transformers Studio Series Long Haul 
In the Pyramid Desert Battle scene from Transformers: Revenge of the Fallen, Constructicon Long Haul and his Constructicon comrades rumble in from all directions and surround Leo Spitz, Seymour Simmons, Skids, and Mudflap. The humans look up in terror as the desert sand begins to quake and the Constructicons combine to form the brutal Devastator. During the merge, Constructicon Long Haul latches on as the combiner’s right leg. Once fully formed, Devastator unleashes mayhem and destruction across the desert.","/transformers/images/thumbs/long-haul-3561.jpg","C$41.10","C$173.66","C$136.65"
"1700779176-1092","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Optimus Prime (Bumblebee)","https://www.actionfigure411.com/transformers/studio-series/voyager-class/optimus-prime-bumblebee-3560.php","Transformers Studio Series Optimus Prime (Bumblebee)","Transformers Studio Series Optimus Prime (Bumblebee) 
The iconic art deco suspension bridge spans 4,200ft and is open to car, bike, giant converting robot, and foot traffic.



This Studio Series 38 Voyager Class Transformers: Bumblebee Optimus Prime figure converts from robot to truck mode in 35 steps. Remove backdrop to showcase Optimus Prime in the San Francisco Bridge scene. Figure features vivid, movie-inspired deco and a detailed blaster accessory.","/transformers/images/thumbs/optimus-prime-bumblebee-3560.jpg","C$41.10","C$71.61","C$60.40"
"1700779178-1093","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Rampage","https://www.actionfigure411.com/transformers/studio-series/voyager-class/rampage-3559.php","Transformers Studio Series Rampage","Transformers Studio Series Rampage 
In the Pyramid Desert Battle scene from Transformers: Revenge of the Fallen, Constructicon Rampage, the left foot of Devastator, lures Sam Witwicky into a trap to force him to give up the Matrix Of Leadership.



This Studio Series 37 Voyager Class Transformers: Revenge of the Fallen-inspired Constructicon Rampage figure converts from robot to bulldozer mode in 22 steps. Remove backdrop to showcase Constructicon Rampage in the Pyramid Desert Battle scene. Figure features vivid, movie-inspired deco and 2 detailed hand blaster accessories.","/transformers/images/thumbs/rampage-3559.jpg","C$41.10","C$68.72","C$61.79"
"1700779180-1094","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Bonecrusher","https://www.actionfigure411.com/transformers/studio-series/voyager-class/bonecrusher-3558.php","Transformers Studio Series Bonecrusher","Transformers Studio Series Bonecrusher 
In the Highway Showdown from Transformers: Movie 1, Bonecrusher tackles Optimus Prime off a highway overpass, viciously thrashing at his enemy with his razor-sharp claw.



This Studio Series 33 Voyager Class Movie 1 Bonecrusher figure converts from robot to General Dynamics Buffalo MPCV mode in 33 steps. Remove backdrop to showcase Bonecrusher in the Highway Showdown scene. Figure features vivid, movie-inspired deco and a detailed claw attached to the figure that's modeled after the one Bonecrusher uses to thrash at his enemies in the film.","/transformers/images/thumbs/bonecrusher-3558.jpg","C$41.10","null","C$111.84"
"1700779182-1095","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Optimus Prime (Transformers)","https://www.actionfigure411.com/transformers/studio-series/voyager-class/optimus-prime-transformers-3557.php","Transformers Studio Series Optimus Prime (Transformers)","Transformers Studio Series Optimus Prime (Transformers) 
A fateful clash of ground-shattering strength erupts in the Forest Fight from Transformers: Revenge of the Fallen. Optimus Prime ignites his Energon blades and pits himself against Megatron and the Decepticons, ready to take them all on. The legendary warrior risks everything to protect the Cybertronian secrets locked in the mind of his human ally.



This Studio Series 05 Voyager Class Movie 2 Optimus Prime figure converts between robot and truck modes in 35 steps and comes with 2 weapon accessories. Remove the backdrop from pack to showcase the legendary Autobot leader in the Forest Fight scene.","/transformers/images/thumbs/optimus-prime-transformers-3557.jpg","C$41.10","C$74.52","C$226.60"
"1700779185-1096","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Megatron (Battle Damaged)","https://www.actionfigure411.com/transformers/studio-series/voyager-class/megatron-battle-damaged-3607.php","Transformers Studio Series Megatron (Battle Damaged)","Transformers Studio Series Megatron (Battle Damaged) 
In the Pyramid Desert Battle from Transformers: Revenge of the Fallen, a battle damaged Megatron fights to defend his master, The Fallen, against the powerful Jetwing Optimus Prime. 


This Studio Series 31 Voyager Class Movie 2 Battle Damaged Megatron figure converts from robot to tank mode in 32 steps. Remove backdrop to showcase Battle Damaged Megatron in the Pyramid Desert Battle scene. Figure features detailed battle-worn deco and a newly tooled battle-damaged head exclusive to the 31 Voyager figure.","/transformers/images/thumbs/megatron-battle-damaged-3607.jpg","C$47.95","C$98.51","C$87.60"
"1700779187-1097","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Starcream (Revenge of the Fallen)","https://www.actionfigure411.com/transformers/studio-series/voyager-class/starcream-revenge-of-the-fallen-3556.php","Transformers Studio Series Starcream (Revenge of the Fallen)","Transformers Studio Series Starcream (Revenge of the Fallen) 
In the Forest Fight from Transformers: Revenge of the Fallen, Starscream weaves through the trees in pursuit of Sam Witwicky and the Cybertronian secrets locked inside his mind. Racing toward his prey, he's pulled into a brutal battle against Optimus Prime.



This Studio Series 21 Voyager Class Movie 2 Starscream figure converts from robot to F-22 Raptor mode in 26 steps and comes with a detailed weapon accessory. Remove backdrop to showcase Starscream in the Forest Fight scene.","/transformers/images/thumbs/starcream-revenge-of-the-fallen-3556.jpg","C$41.10","C$44.80","C$57.55"
"1700779189-1098","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Ironhide","https://www.actionfigure411.com/transformers/studio-series/voyager-class/ironhide-3555.php","Transformers Studio Series Ironhide (Voyager Class)","Transformers Studio Series Ironhide (Voyager Class) 
This Studio Series 14 Voyager Class Ironhide figure is inspired by the Mission City Battle scene from Transformers Movie 1. Converts between robot and GMC Topkick pickup truck modes in 27 steps","/transformers/images/thumbs/ironhide-3555.jpg","C$41.10","C$107.73","C$213.58"
"1700779191-1099","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Megatron (Revenge of the Fallen)","https://www.actionfigure411.com/transformers/studio-series/voyager-class/megatron-revenge-of-the-fallen-3554.php","Transformers Studio Series Megatron (Revenge of the Fallen)","Transformers Studio Series Megatron (Revenge of the Fallen) 
In the Forest Fight from Movie 2, Megatron holds nothing back in a faceoff with his ultimate nemesis, Optimus Prime. Summoning his Decepticon forces, he unleashes enough power to take down even a Prime.



This Studio Series 13 Voyager Class Movie 2 Megatron figure converts from robot to jet mode in 32 steps. Remove backdrop to showcase Megatron in the Forest Fight scene.","/transformers/images/thumbs/megatron-revenge-of-the-fallen-3554.jpg","C$41.10","C$84.26","C$90.10"
"1700779193-1100","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Brawl","https://www.actionfigure411.com/transformers/studio-series/voyager-class/brawl-3553.php","Transformers Studio Series Brawl","Transformers Studio Series Brawl 
In the climactic Mission City Battle from Movie 1, Decepticon Brawl rips through metal and concrete, relishing the frightened screams from onlookers. With unyielding power, he creates a path of destruction straight towards the Autobots. Unleashing his massive blasters, he fires explosions at the Autobot barricade, hoping to overwhelm opposing forces to clear the way for Megatron.



The figure converts between robot and tank modes in 36 steps and comes with 4 high-impact weapon accessories inspired by the movie. Remove the backdrop included in pack to showcase Decepticon Brawl in the Mission City Battle scene.","/transformers/images/thumbs/brawl-3553.jpg","C$41.10","C$55.36","C$77.99"
"1700779196-1101","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Thundercracker (Dark of the Moon)","https://www.actionfigure411.com/transformers/studio-series/voyager-class/thundercracker-dark-of-the-moon-3606.php","Transformers Studio Series Thundercracker (Dark of the Moon)","Transformers Studio Series Thundercracker (Dark of the Moon) 
In the Chicago Aerial Offensive scene inspired by Transformers: Dark of the Moon, Thundercracker tears through the skies over Chicago. Thundercracker rains down destruction on the Autobots, knowing full well every one of his attacks spreads fear in his enemy’s ranks. Okay, so it didn't actually happen in the movie, but don't tell that to Thundercracker.



This Studio Series 09 Voyager Class Dark of the Moon Thundercracker figure converts from robot to jet mode in 35 steps and comes with 1 accessory. Remove the included backdrop to showcase the Thundercracker figure in the Chicago Aerial Offensive scene.","/transformers/images/thumbs/thundercracker-dark-of-the-moon-3606.jpg","C$45.22","C$68.50","C$52.07"
"1700779198-1102","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Starscream (Gamer Edition)","https://www.actionfigure411.com/transformers/studio-series/voyager-class/starscream-gamer-edition-7485.php","Transformers Studio Series Starscream (Gamer Edition)","Transformers Studio Series Starscream (Gamer Edition) 
Starscream (Gamer Edition) action figure comes with 2 shoulder pieces, a blaster, and a 2-piece mace accessory. Swap out the figure’s arm and attach the blaster accessories as arm cannon attachments. Accessories attach in both modes. Removable backdrop displays the Transformers Studio Series Starscream figure in the Fuel of War scene.","/transformers/images/thumbs/starscream-gamer-edition-7485.jpg","C$47.96","null","null"
